city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Willerby,53.7633,-0.4504,United Kingdom,GB,East Riding of Yorkshire,,7940,7940
Denny,56.0180,-3.9070,United Kingdom,GB,Falkirk,,7934,7934
Thurso,58.5960,-3.5210,United Kingdom,GB,Highland,,7933,7933
Newport-On-Tay,56.4402,-2.9410,United Kingdom,GB,Fife,,7922,4310
Wadebridge,50.5170,-4.8350,United Kingdom,GB,Cornwall,,7900,7900
Bollington,53.2980,-2.0930,United Kingdom,GB,Cheshire East,,7885,7095
Binfield,51.4320,-0.7920,United Kingdom,GB,Bracknell Forest,,7880,7880
Kinmel,53.3100,-3.5190,United Kingdom,GB,Denbighshire,,7864,7864
Latchford,53.3796,-2.5645,United Kingdom,GB,Warrington,,7856,7856
Sileby,52.7310,-1.1060,United Kingdom,GB,Leicestershire,,7835,7835
Crediton,50.7910,-3.6560,United Kingdom,GB,Devon,,7835,7835
Millom,54.2096,-3.2702,United Kingdom,GB,Cumbria,,7829,7829
Rainworth,53.1197,-1.1235,United Kingdom,GB,Nottinghamshire,,7821,7821
Edenbridge,51.1970,0.0650,United Kingdom,GB,Kent,,7808,7808
Willesborough,51.1386,0.8957,United Kingdom,GB,Kent,,7800,7800
West Thurrock,51.4836,0.2820,United Kingdom,GB,Thurrock,,7795,7795
Rainford,53.5030,-2.7830,United Kingdom,GB,St. Helens,,7779,7779
Annfield Plain,54.8570,-1.7370,United Kingdom,GB,Durham,,7774,7774
Cross Gates,53.8063,-1.4506,United Kingdom,GB,Leeds,,7770,7770
Hook,51.2773,-0.9633,United Kingdom,GB,Hampshire,,7770,7770
Stopsley,51.8990,-0.3960,United Kingdom,GB,Luton,,7760,7760
Woodbridge,52.0940,1.3180,United Kingdom,GB,Suffolk,,7749,7749
Stony Stratford,52.0567,-0.8526,United Kingdom,GB,Milton Keynes,,7736,7736
Tenterden,51.0696,0.6898,United Kingdom,GB,Kent,,7735,7735
Stonehouse,51.7478,-2.2838,United Kingdom,GB,Gloucestershire,,7725,7725
Byfleet,51.3400,-0.4700,United Kingdom,GB,Surrey,,7724,7724
Longridge,53.8310,-2.5970,United Kingdom,GB,Lancashire,,7724,7724
Rothwell,52.4254,-0.8029,United Kingdom,GB,Northamptonshire,,7694,7694
Cromer,52.9310,1.3020,United Kingdom,GB,Norfolk,,7683,7683
Treorchy,51.6594,-3.5055,United Kingdom,GB,Rhondda Cynon Taff,,7681,7681
Hassocks,50.9233,-0.1509,United Kingdom,GB,West Sussex,,7667,7667
Kingsbury,52.5614,-1.6917,United Kingdom,GB,Warwickshire,,7652,7652
Wivenhoe,51.8667,0.9625,United Kingdom,GB,Essex,,7637,7637
Fakenham,52.8356,0.8510,United Kingdom,GB,Norfolk,,7617,7617
Angmering,50.8288,-0.4846,United Kingdom,GB,West Sussex,,7614,7614
Rhôs-on-Sea,53.3090,-3.7380,United Kingdom,GB,Conwy,,7593,7593
Sundon,51.9200,-0.4700,United Kingdom,GB,Luton,,7585,7585
Codsall,52.6267,-2.1924,United Kingdom,GB,Staffordshire,,7582,7582
Diss,52.3812,1.1079,United Kingdom,GB,Norfolk,,7572,7572
Saint Agnes,50.3120,-5.2040,United Kingdom,GB,Cornwall,,7565,7565
Banchory,57.0550,-2.4900,United Kingdom,GB,Aberdeenshire,,7560,7560
Pembroke,51.6760,-4.9158,United Kingdom,GB,Pembrokeshire,,7552,7552
Yatton,51.3855,-2.8256,United Kingdom,GB,North Somerset,,7552,7552
Clydach,51.6900,-3.9100,United Kingdom,GB,Swansea,,7503,7503
Cramond,55.9797,-3.3007,United Kingdom,GB,"Edinburgh, City of",,7502,7502
Hucknall under Huthwaite,53.1250,-1.3010,United Kingdom,GB,Nottinghamshire,,7500,7500
Whitworth,53.6630,-2.1770,United Kingdom,GB,Lancashire,,7500,7500
Stonehouse,55.6968,-3.9824,United Kingdom,GB,South Lanarkshire,,7500,5500
Currie,55.8960,-3.3074,United Kingdom,GB,"Edinburgh, City of",,7494,7494
Dinas Powys,51.4331,-3.2134,United Kingdom,GB,"Vale of Glamorgan, The",,7490,7490
Northam,51.0393,-4.2104,United Kingdom,GB,Devon,,7489,7489
Strathaven,55.6770,-4.0650,United Kingdom,GB,South Lanarkshire,,7484,7350
Norton Canes,52.6833,-1.9666,United Kingdom,GB,Staffordshire,,7479,7479
Littleborough,53.6440,-2.0980,United Kingdom,GB,Rochdale,,7467,7467
Boultham,53.2140,-0.5561,United Kingdom,GB,Lincolnshire,,7465,7465
Chobham,51.3480,-0.6040,United Kingdom,GB,Surrey,,7456,7456
Burton Latimer,52.3650,-0.6780,United Kingdom,GB,Northamptonshire,,7449,7449
Clowne,53.2760,-1.2630,United Kingdom,GB,Derbyshire,,7447,7447
Ripponden,53.6720,-1.9460,United Kingdom,GB,Calderdale,,7421,7421
Waltham Cross,51.6860,-0.0331,United Kingdom,GB,Hertfordshire,,7407,7407
Pyle,51.5291,-3.6953,United Kingdom,GB,Bridgend,,7405,7405
Wendover,51.7680,-0.7463,United Kingdom,GB,Buckinghamshire,,7399,7399
Harefield,51.6034,-0.4780,United Kingdom,GB,Hillingdon,,7399,7399
Wickersley,53.4199,-1.2792,United Kingdom,GB,Rotherham,,7392,7392
Brockworth,51.8500,-2.1500,United Kingdom,GB,Gloucestershire,,7387,7387
Durrington,51.1990,-1.7750,United Kingdom,GB,Wiltshire,,7379,7379
Upholland,53.5410,-2.7280,United Kingdom,GB,Lancashire,,7376,7376
Mountain Ash,51.6814,-3.3792,United Kingdom,GB,Rhondda Cynon Taff,,7374,7374
Crieff,56.3757,-3.8426,United Kingdom,GB,Perth and Kinross,,7368,7368
Sheringham,52.9400,1.2130,United Kingdom,GB,Norfolk,,7367,7367
Shenstone,52.6370,-1.8410,United Kingdom,GB,Staffordshire,,7359,7359
Braunton,51.1100,-4.1620,United Kingdom,GB,Devon,,7353,7353
Bannockburn,56.0900,-3.9100,United Kingdom,GB,Stirling,,7352,6840
Greenhill,51.3600,1.1030,United Kingdom,GB,Kent,,7339,7339
Wick,58.4540,-3.0890,United Kingdom,GB,Highland,,7333,7040
Brewood,52.6769,-2.1738,United Kingdom,GB,Staffordshire,,7329,7329
Partington,53.4200,-2.4300,United Kingdom,GB,Trafford,,7327,7327
Herne,51.3492,1.1331,United Kingdom,GB,Kent,,7325,7325
Shaftesbury,51.0059,-2.1969,United Kingdom,GB,Dorset,,7314,7314
Southwell,53.0780,-0.9550,United Kingdom,GB,Nottinghamshire,,7297,7297
Titchfield,50.8491,-1.2344,United Kingdom,GB,Hampshire,,7280,7280
Bramcote,52.9340,-1.2420,United Kingdom,GB,Nottinghamshire,,7270,7270
Swaffham,52.6529,0.6843,United Kingdom,GB,Norfolk,,7258,7258
Roby,53.4130,-2.8520,United Kingdom,GB,Knowsley,,7254,7254
Basing,51.2704,-1.0473,United Kingdom,GB,Hampshire,,7232,7232
Kinvere,52.4488,-2.2280,United Kingdom,GB,Staffordshire,,7225,7225
Peterculter,57.0970,-2.2657,United Kingdom,GB,Aberdeen City,,7220,7220
Ruddington,52.8930,-1.1500,United Kingdom,GB,Nottinghamshire,,7216,7216
Cotgrave,52.9140,-1.0420,United Kingdom,GB,Nottinghamshire,,7203,7203
Watton,52.5713,0.8259,United Kingdom,GB,Norfolk,,7202,6819
Brechin,56.7299,-2.6553,United Kingdom,GB,Angus,,7199,7199
Whitchurch,51.2300,-1.3400,United Kingdom,GB,Hampshire,,7198,7198
Kirkham,53.7820,-2.8700,United Kingdom,GB,Lancashire,,7194,7194
Warsash,50.8532,-1.3010,United Kingdom,GB,Hampshire,,7183,7183
West Mersea,51.7784,0.9168,United Kingdom,GB,Essex,,7183,7183
Wilmington,51.4309,0.1876,United Kingdom,GB,Kent,,7178,7178
Grove,51.6120,-1.4210,United Kingdom,GB,Oxfordshire,,7178,7178
Claygate,51.3600,-0.3420,United Kingdom,GB,Surrey,,7168,7168
Sawston,52.1247,0.1731,United Kingdom,GB,Cambridgeshire,,7145,7145
Higham Ferrers,52.3057,-0.5844,United Kingdom,GB,Northamptonshire,,7145,7145
Denham,51.5630,-0.4990,United Kingdom,GB,Buckinghamshire,,7139,7139
Coundon,54.6637,-1.6341,United Kingdom,GB,Durham,,7139,7139
Pershore,52.1140,-2.0800,United Kingdom,GB,Worcestershire,,7125,7125
Faringdon,51.6570,-1.5860,United Kingdom,GB,Oxfordshire,,7121,7121
Ashbourne,53.0160,-1.7310,United Kingdom,GB,Derbyshire,,7112,7112
Allington,51.2903,0.5019,United Kingdom,GB,Kent,,7100,7100
Hedon,53.7395,-0.1948,United Kingdom,GB,East Riding of Yorkshire,,7100,7100
Wardle,53.6470,-2.1320,United Kingdom,GB,Rochdale,,7092,7092
Calverton,53.0370,-1.0830,United Kingdom,GB,Nottinghamshire,,7076,7076
Abersychan,51.7239,-3.0587,United Kingdom,GB,Torfaen,,7064,7064
High Ackworth,53.6408,-1.3364,United Kingdom,GB,Wakefield,,7049,7049
Quarrington,52.9870,-0.4304,United Kingdom,GB,Lincolnshire,,7046,7046
Kirkleatham,54.5833,-1.0833,United Kingdom,GB,Redcar and Cleveland,,7045,7045
Saint Peters,51.3651,1.4191,United Kingdom,GB,Kent,,7042,7042
Burley in Wharfedale,53.9137,-1.7480,United Kingdom,GB,Bradford,,7041,7041
Coxhoe,54.7140,-1.5030,United Kingdom,GB,Durham,,7020,7020
East Cowes,50.7570,-1.2865,United Kingdom,GB,Isle of Wight,,7010,7010
Shifnal,52.6650,-2.3730,United Kingdom,GB,Shropshire,,7009,7009
Eston,54.5600,-1.1440,United Kingdom,GB,Redcar and Cleveland,,7005,7005
Crewkerne,50.8803,-2.7939,United Kingdom,GB,Somerset,,7000,7000
Westgate on Sea,51.3814,1.3381,United Kingdom,GB,Kent,,6996,6996
New Romney,50.9850,0.9410,United Kingdom,GB,Kent,,6996,6996
Warrenpoint,54.0991,-6.2490,United Kingdom,GB,"Newry, Mourne and Down",,6981,6981
Filey,54.2101,-0.2893,United Kingdom,GB,North Yorkshire,,6981,6981
Lerwick,60.1550,-1.1450,United Kingdom,GB,Shetland Islands,,6958,6958
Cleator Moor,54.5211,-3.5119,United Kingdom,GB,Cumbria,,6936,6936
Dowlais,51.7585,-3.3416,United Kingdom,GB,Merthyr Tydfil,,6926,6926
Deeping Saint James,52.6717,-0.2995,United Kingdom,GB,Lincolnshire,,6923,6923
Kingswood,51.2931,-0.2086,United Kingdom,GB,Surrey,,6891,6891
Church Gresley,52.7600,-1.5660,United Kingdom,GB,Derbyshire,,6881,6881
Carlton,52.9670,-1.0880,United Kingdom,GB,Nottinghamshire,,6881,6881
Thornhill,53.6622,-1.6124,United Kingdom,GB,Kirklees,,6875,6875
Bonnybridge,55.9990,-3.8870,United Kingdom,GB,Falkirk,,6870,5210
Duntocher,55.9240,-4.4170,United Kingdom,GB,West Dunbartonshire,,6850,6850
Fishtoft,52.9617,0.0259,United Kingdom,GB,Lincolnshire,,6835,6835
Lochgelly,56.1282,-3.3111,United Kingdom,GB,Fife,,6834,6834
Pontardawe,51.7220,-3.8510,United Kingdom,GB,Neath Port Talbot,,6832,6832
Pickering,54.2439,-0.7760,United Kingdom,GB,North Yorkshire,,6830,6830
Sturry,51.3036,1.1211,United Kingdom,GB,Kent,,6820,6820
Gedling,52.9750,-1.0810,United Kingdom,GB,Nottinghamshire,,6817,6817
Horncastle,53.2080,-0.1140,United Kingdom,GB,Lincolnshire,,6815,6815
Penryn,50.1690,-5.1070,United Kingdom,GB,Cornwall,,6812,6812
Lossiemouth,57.7189,-3.2875,United Kingdom,GB,Moray,,6803,6803
Great Chart,51.1409,0.8372,United Kingdom,GB,Kent,,6801,6801
Saint Blazey,50.3610,-4.7160,United Kingdom,GB,Cornwall,,6799,6799
Park Street,51.7220,-0.3390,United Kingdom,GB,Hertfordshire,,6781,6781
Bridge of Allan,56.1550,-3.9420,United Kingdom,GB,Stirling,,6762,5380
Torrisholme,54.0660,-2.8300,United Kingdom,GB,Lancashire,,6755,6755
Branston,52.7870,-1.6590,United Kingdom,GB,Staffordshire,,6749,6749
Bolton upon Dearne,53.5197,-1.3148,United Kingdom,GB,Barnsley,,6744,6744
Esher,51.3691,-0.3650,United Kingdom,GB,Surrey,,6743,6743
Stepps,55.8908,-4.1522,United Kingdom,GB,North Lanarkshire,,6730,6730
North Petherton,51.0910,-3.0130,United Kingdom,GB,Somerset,,6730,6730
Sandycroft,53.1950,-2.9990,United Kingdom,GB,Flintshire,,6724,6724
Bishops Waltham,50.9536,-1.2118,United Kingdom,GB,Hampshire,,6723,6723
Llandudno Junction,53.2840,-3.8090,United Kingdom,GB,Conwy,,6722,6722
Meopham,51.3640,0.3600,United Kingdom,GB,Kent,,6722,6722
Cranbrook,51.0967,0.5356,United Kingdom,GB,Kent,,6717,6717
Godmanchester,52.3176,-0.1725,United Kingdom,GB,Cambridgeshire,,6711,6711
Crowthorne,51.3700,-0.7920,United Kingdom,GB,Bracknell Forest,,6711,6711
Uddingston,55.8183,-4.0827,United Kingdom,GB,South Lanarkshire,,6710,6370
Dursley,51.6811,-2.3543,United Kingdom,GB,Gloucestershire,,6697,6697
Aintree,53.4793,-2.9373,United Kingdom,GB,Liverpool,,6689,6689
Farington,53.7030,-2.6850,United Kingdom,GB,Lancashire,,6674,6674
Battle,50.9200,0.4800,United Kingdom,GB,East Sussex,,6673,6673
Kimberley,52.9970,-1.2550,United Kingdom,GB,Nottinghamshire,,6659,6659
Sherburn in Elmet,53.7973,-1.2331,United Kingdom,GB,North Yorkshire,,6657,6657
Sawley,52.8820,-1.2990,United Kingdom,GB,Leicestershire,,6629,6629
Rishton,53.7701,-2.4187,United Kingdom,GB,Lancashire,,6625,6625
Twyford,51.4770,-0.8670,United Kingdom,GB,Wokingham,,6618,6618
North Berwick,56.0580,-2.7170,United Kingdom,GB,East Lothian,,6605,6605
Stewarton,55.6800,-4.5150,United Kingdom,GB,East Ayrshire,,6584,6584
Budleigh Salterton,50.6284,-3.3205,United Kingdom,GB,Devon,,6575,6575
Southam,52.2520,-1.3900,United Kingdom,GB,Warwickshire,,6567,6567
Lydd,50.9509,0.9064,United Kingdom,GB,Kent,,6567,6567
Downside,51.3117,-0.4095,United Kingdom,GB,Surrey,,6564,6564
Alvechurch,52.3506,-1.9647,United Kingdom,GB,Worcestershire,,6564,6564
Pakefield,52.4510,1.7280,United Kingdom,GB,Suffolk,,6563,6563
Chapelhall,55.8450,-3.9472,United Kingdom,GB,North Lanarkshire,,6560,6560
Muxton,52.7200,-2.4210,United Kingdom,GB,Telford and Wrekin,,6557,6557
Whetstone,52.5724,-1.1799,United Kingdom,GB,Leicestershire,,6556,6556
Billinge,53.4932,-2.7129,United Kingdom,GB,St. Helens,,6554,6554
Cove,51.2965,-0.7939,United Kingdom,GB,Hampshire,,6548,6548
Dingwall,57.5970,-4.4280,United Kingdom,GB,Highland,,6545,5470
Cwmafan,51.6155,-3.7717,United Kingdom,GB,Neath Port Talbot,,6538,6538
Sawtry,52.4400,-0.2800,United Kingdom,GB,Cambridgeshire,,6536,6536
Wingerworth,53.2033,-1.4347,United Kingdom,GB,Derbyshire,,6533,6533
Kelty,56.1330,-3.3800,United Kingdom,GB,Fife,,6529,6529
Anstey,52.6715,-1.1955,United Kingdom,GB,Leicestershire,,6528,6528
Frampton Cotterell,51.5400,-2.4800,United Kingdom,GB,South Gloucestershire,,6520,6520
South Elmsall,53.5959,-1.2726,United Kingdom,GB,Wakefield,,6519,6519
Newbridge,51.6700,-3.1360,United Kingdom,GB,Caerphilly,,6509,6509
Danbury,51.7150,0.5820,United Kingdom,GB,Essex,,6500,6500
Coleshill,52.4990,-1.7080,United Kingdom,GB,Warwickshire,,6481,6481
Olney,52.1529,-0.7015,United Kingdom,GB,Milton Keynes,,6477,6477
Houston,55.8670,-4.5521,United Kingdom,GB,Renfrewshire,,6470,6430
Bothwell,55.8023,-4.0662,United Kingdom,GB,South Lanarkshire,,6458,6380
Whaley Bridge,53.3304,-1.9838,United Kingdom,GB,Derbyshire,,6455,6455
Pinhoe,50.7407,-3.4672,United Kingdom,GB,Devon,,6454,6454
Girvan,55.2382,-4.8561,United Kingdom,GB,South Ayrshire,,6450,6450
Peasedown Saint John,51.3150,-2.4240,United Kingdom,GB,Bath and North East Somerset,,6446,6446
Loanhead,55.8780,-3.1480,United Kingdom,GB,Midlothian,,6440,6440
Market Weighton,53.8642,-0.6624,United Kingdom,GB,East Riding of Yorkshire,,6429,6429
Castle Donnington,52.8444,-1.3377,United Kingdom,GB,Leicestershire,,6416,6416
Waltham,53.5165,-0.1021,United Kingdom,GB,North East Lincolnshire,,6413,6413
Wheathampstead,51.8120,-0.2930,United Kingdom,GB,Hertfordshire,,6410,6410
Weaverham,53.2620,-2.5770,United Kingdom,GB,Cheshire West and Chester,,6391,6391
Abercynon,51.6445,-3.3267,United Kingdom,GB,Rhondda Cynon Taff,,6390,6390
Egham,51.4290,-0.5480,United Kingdom,GB,Surrey,,6384,6384
Haworth,53.8300,-1.9600,United Kingdom,GB,Bradford,,6379,6379
Countesthorpe,52.5550,-1.1400,United Kingdom,GB,Leicestershire,,6377,6377
Treharris,51.6689,-3.3100,United Kingdom,GB,Merthyr Tydfil,,6356,6356
Beith,55.7533,-4.6319,United Kingdom,GB,North Ayrshire,,6346,6040
Long Ditton,51.3850,-0.3210,United Kingdom,GB,Surrey,,6343,6343
East Leake,52.8320,-1.1770,United Kingdom,GB,Nottinghamshire,,6337,6337
Chipping Norton,51.9400,-1.5500,United Kingdom,GB,Oxfordshire,,6337,6337
Enderby,52.5881,-1.2092,United Kingdom,GB,Leicestershire,,6314,6314
Cheddleton,53.0640,-2.0430,United Kingdom,GB,Staffordshire,,6311,6311
Sauchie,56.1296,-3.7767,United Kingdom,GB,Clackmannanshire,,6310,6310
Burwell,52.2750,0.3270,United Kingdom,GB,Cambridgeshire,,6309,6309
Newbiggin-by-the-Sea,55.1830,-1.5150,United Kingdom,GB,Northumberland,,6308,6308
Lydiate,53.5360,-2.9590,United Kingdom,GB,Sefton,,6308,6308
Thames Ditton,51.3890,-0.3310,United Kingdom,GB,Surrey,,6307,6307
Hadfield,53.4600,-1.9700,United Kingdom,GB,Derbyshire,,6305,6305
Swanscombe,51.4491,0.2993,United Kingdom,GB,Kent,,6300,6300
Liss,51.0429,-0.8918,United Kingdom,GB,Hampshire,,6291,6084
Stainforth,53.5958,-1.0253,United Kingdom,GB,Doncaster,,6282,6282
Pontardulais,51.7100,-4.0400,United Kingdom,GB,Swansea,,6281,6281
Newarthill,55.8100,-3.9333,United Kingdom,GB,North Lanarkshire,,6280,6280
Alcester,52.2150,-1.8760,United Kingdom,GB,Warwickshire,,6273,6273
Marshfield,51.5439,-3.0469,United Kingdom,GB,Newport,,6270,6270
Burntisland,56.0600,-3.2310,United Kingdom,GB,Fife,,6269,6269
Handforth,53.3500,-2.2160,United Kingdom,GB,Cheshire East,,6266,6266
Southbourne,50.8450,-0.9081,United Kingdom,GB,West Sussex,,6265,6265
Calstock,50.4970,-4.2100,United Kingdom,GB,Devon,,6253,6253
Thrapston,52.3970,-0.5380,United Kingdom,GB,Northamptonshire,,6239,6239
Chalford,51.7238,-2.1491,United Kingdom,GB,Gloucestershire,,6215,6215
Altofts,53.6970,-1.4160,United Kingdom,GB,Wakefield,,6198,6198
Blaby,52.5724,-1.1678,United Kingdom,GB,Leicestershire,,6194,6194
Stotfold,52.0180,-0.2280,United Kingdom,GB,Hertfordshire,,6190,6190
Bursledon,50.8847,-1.3117,United Kingdom,GB,Hampshire,,6188,6188
Garswood,53.4880,-2.6700,United Kingdom,GB,St. Helens,,6183,6183
Frimley,51.3143,-0.7387,United Kingdom,GB,Surrey,,6178,6178
Bilton,52.3594,-1.2900,United Kingdom,GB,Warwickshire,,6175,6175
Barrowford,53.8510,-2.2210,United Kingdom,GB,Lancashire,,6171,6171
Landore,51.6400,-3.9400,United Kingdom,GB,Swansea,,6168,6168
Rhoose,51.3906,-3.3524,United Kingdom,GB,"Vale of Glamorgan, The",,6160,6160
Withernsea,53.7285,0.0382,United Kingdom,GB,East Riding of Yorkshire,,6159,5980
Colnbrook,51.4835,-0.5221,United Kingdom,GB,Slough,,6157,6157
Malvern Link,52.1255,-2.3161,United Kingdom,GB,Worcestershire,,6155,6155
Bulkington,52.4769,-1.4250,United Kingdom,GB,Warwickshire,,6146,6146
Magor,51.5798,-2.8312,United Kingdom,GB,Monmouthshire,,6140,6140
Pembury,51.1456,0.3224,United Kingdom,GB,Kent,,6128,6128
Waddington,53.1664,-0.5389,United Kingdom,GB,Lincolnshire,,6122,6122
Kingsbridge,50.2833,-3.7765,United Kingdom,GB,Devon,,6116,6116
Orsett,51.5100,0.3700,United Kingdom,GB,Thurrock,,6115,6115
Wem,52.8536,-2.7267,United Kingdom,GB,Shropshire,,6100,6100
Stonewood,51.4450,0.2560,United Kingdom,GB,Kent,,6100,6100
Llantwit Fardre,51.5578,-3.3341,United Kingdom,GB,Rhondda Cynon Taff,,6099,6099
Hollington,50.8750,0.5480,United Kingdom,GB,East Sussex,,6099,6099
Rowlands Gill,54.9209,-1.7441,United Kingdom,GB,Gateshead,,6096,6096
Cottenham,52.2865,0.1244,United Kingdom,GB,Cambridgeshire,,6095,6095
Chipping Ongar,51.7030,0.2440,United Kingdom,GB,Essex,,6093,6093
Kirriemuir,56.6692,-3.0051,United Kingdom,GB,Angus,,6061,6061
Blaenavon,51.7736,-3.0828,United Kingdom,GB,Torfaen,,6055,6055
Balloch,56.0020,-4.5800,United Kingdom,GB,West Dunbartonshire,,6050,6050
Strensall,54.0401,-1.0344,United Kingdom,GB,York,,6047,6047
Long Ashton,51.4300,-2.6500,United Kingdom,GB,North Somerset,,6044,6044
Amble,55.3306,-1.5783,United Kingdom,GB,Northumberland,,6025,6025
Freckleton,53.7530,-2.8670,United Kingdom,GB,Lancashire,,6019,6019
Seaton Carew,54.6628,-1.1888,United Kingdom,GB,Hartlepool,,6018,6018
Stansted Mountfitchet,51.8980,0.1980,United Kingdom,GB,Essex,,6011,6011
Adlington,53.6165,-2.5986,United Kingdom,GB,Lancashire,,6010,6010
Market Deeping,52.6776,-0.3173,United Kingdom,GB,Lincolnshire,,6008,6008
Tadcaster,53.8852,-1.2620,United Kingdom,GB,North Yorkshire,,6003,6003
Staplehurst,51.1640,0.5530,United Kingdom,GB,Kent,,6003,6003
Fordingbridge,50.9275,-1.7901,United Kingdom,GB,Hampshire,,5998,5998
Highbridge,51.2189,-2.9730,United Kingdom,GB,Somerset,,5986,5986
New Inn,51.6910,-3.0090,United Kingdom,GB,Torfaen,,5986,5986
Ventnor,50.5976,-1.2084,United Kingdom,GB,Isle of Wight,,5976,5976
Broughton,53.1690,-2.9850,United Kingdom,GB,Flintshire,,5974,5974
Great Warley Street,51.6070,0.3000,United Kingdom,GB,Essex,,5973,5973
Farnham Royal,51.5386,-0.6164,United Kingdom,GB,Buckinghamshire,,5972,5972
Porth,51.6138,-3.4095,United Kingdom,GB,Rhondda Cynon Taff,,5970,5970
Great Burstead,51.6040,0.4450,United Kingdom,GB,Essex,,5968,5968
Colney Heath,51.7353,-0.2564,United Kingdom,GB,Hertfordshire,,5962,5962
Lea Town,53.7740,-2.7950,United Kingdom,GB,Lancashire,,5962,5962
Saltburn-by-the-Sea,54.5828,-0.9732,United Kingdom,GB,Redcar and Cleveland,,5958,5958
Burghfield,51.4110,-1.0420,United Kingdom,GB,West Berkshire,,5955,5955
Godstone,51.2480,-0.0640,United Kingdom,GB,Surrey,,5949,5949
Welshpool,52.6597,-3.1473,United Kingdom,GB,Powys,,5948,5948
Crumlin,51.6798,-3.1368,United Kingdom,GB,Caerphilly,,5947,5947
Ormesby,54.5492,-1.1817,United Kingdom,GB,Middlesbrough,,5942,5942
Pagham,50.7708,-0.7448,United Kingdom,GB,West Sussex,,5941,5941
East Preston,50.8104,-0.4819,United Kingdom,GB,West Sussex,,5938,5938
Blythebridge,52.9704,-2.0709,United Kingdom,GB,Staffordshire,,5931,5931
Chalfont Saint Giles,51.6320,-0.5760,United Kingdom,GB,Buckinghamshire,,5925,5925
Chinnor,51.7020,-0.9110,United Kingdom,GB,Oxfordshire,,5924,5924
Okehampton,50.7388,-4.0041,United Kingdom,GB,Devon,,5922,5922
Briton Ferry,51.6400,-3.8300,United Kingdom,GB,Neath Port Talbot,,5911,5911
Tillicoultry,56.1530,-3.7420,United Kingdom,GB,Clackmannanshire,,5900,4650
Honley,53.6027,-1.7921,United Kingdom,GB,Kirklees,,5897,5897
Studley,52.2696,-1.8915,United Kingdom,GB,Warwickshire,,5879,5879
Bramley,51.3290,-1.0613,United Kingdom,GB,Hampshire,,5875,5875
Govan,55.8615,-4.3083,United Kingdom,GB,Glasgow City,,5860,5860
Barrow upon Soar,52.7517,-1.1500,United Kingdom,GB,Leicestershire,,5856,5856
Wellesbourne Hastings,52.1943,-1.5947,United Kingdom,GB,Warwickshire,,5849,5849
Wigton,54.8230,-3.1590,United Kingdom,GB,Cumbria,,5831,5831
Locharbriggs,55.1000,-3.5833,United Kingdom,GB,Dumfries and Galloway,,5830,5830
Stoke Mandeville,51.7861,-0.7914,United Kingdom,GB,Buckinghamshire,,5825,5825
Steyning,50.8868,-0.3279,United Kingdom,GB,West Sussex,,5812,5812
Dyce,57.2031,-2.1920,United Kingdom,GB,Aberdeen City,,5811,5811
Ilminster,50.9262,-2.9114,United Kingdom,GB,Somerset,,5808,5808
Helmshore,53.6870,-2.3290,United Kingdom,GB,Lancashire,,5805,5805
Gildersome,53.7590,-1.6322,United Kingdom,GB,Leeds,,5804,5804
Nailsworth,51.6954,-2.2234,United Kingdom,GB,Gloucestershire,,5794,5794
East Calder,55.8960,-3.4620,United Kingdom,GB,West Lothian,,5790,5260
Callington,50.5030,-4.3160,United Kingdom,GB,Cornwall,,5786,5786
Selkirk,55.5500,-2.8400,United Kingdom,GB,"Scottish Borders, The",,5784,5784
Crofton,53.6570,-1.4270,United Kingdom,GB,Wakefield,,5781,5781
Gorebridge,55.8436,-3.0500,United Kingdom,GB,Midlothian,,5777,5777
Hungerford,51.4140,-1.5150,United Kingdom,GB,West Berkshire,,5767,5767
Axminster,50.7810,-3.0000,United Kingdom,GB,Devon,,5761,5761
Ibstock,52.6870,-1.4010,United Kingdom,GB,Leicestershire,,5760,5760
Cheddar,51.2790,-2.7780,United Kingdom,GB,Somerset,,5755,5755
Cumnor,51.7350,-1.3320,United Kingdom,GB,Oxfordshire,,5755,5755
Ballingry,56.1500,-3.3333,United Kingdom,GB,Fife,,5740,5740
Galleywood,51.6970,0.4740,United Kingdom,GB,Essex,,5738,5738
Oundle,52.4800,-0.4720,United Kingdom,GB,Northamptonshire,,5735,5735
Treherbert,51.6722,-3.5306,United Kingdom,GB,Rhondda Cynon Taff,,5727,5727
Broughton,53.5638,-0.5465,United Kingdom,GB,North Lincolnshire,,5726,5726
Sidley,50.8600,0.4700,United Kingdom,GB,East Sussex,,5718,5718
Hoylake,53.3900,-3.1800,United Kingdom,GB,Wirral,,5710,5710
Pinxton,53.0905,-1.3237,United Kingdom,GB,Derbyshire,,5699,5699
Cheadle,53.3933,-2.2113,United Kingdom,GB,Stockport,,5698,5698
Preesall,53.9170,-2.9670,United Kingdom,GB,Lancashire,,5694,5694
Hethersett,52.5983,1.1833,United Kingdom,GB,Norfolk,,5691,5691
Ash Vale,51.2700,-0.7200,United Kingdom,GB,Surrey,,5686,5686
Markfield,52.6878,-1.2775,United Kingdom,GB,Leicestershire,,5681,5681
Hordle,50.7603,-1.6212,United Kingdom,GB,Hampshire,,5654,5654
Tarleton,53.6780,-2.8410,United Kingdom,GB,Lancashire,,5652,5652
Littlemore,51.7200,-1.2270,United Kingdom,GB,Oxfordshire,,5646,5646
